step 0, batch loss 1.868, 0.01 iters/s
step 607, batch loss 1.98, 1.74 iters/s
step 608, batch loss 2.351, 1.74 iters/s
step 609, batch loss 2.101, 1.74 iters/s
step 610, batch loss 2.061, 1.75 iters/s
step 611, batch loss 2.155, 1.74 iters/s
step 612, batch loss 2.205, 1.74 iters/s
step 613, batch loss 2.215, 1.74 iters/s
step 614, batch loss 2.345, 1.74 iters/s
step 615, batch loss 2.288, 1.75 iters/s
step 616, batch loss 2.24, 1.74 iters/s
step 617, batch loss 2.194, 1.75 iters/s
step 618, batch loss 1.855, 1.74 iters/s
step 619, batch loss 2.495, 1.74 iters/s
step 620, batch loss 2.926, 1.75 iters/s
step 621, batch loss 2.296, 1.74 iters/s
step 622, batch loss 1.914, 1.74 iters/s
step 623, batch loss 2.084, 1.74 iters/s
step 624, batch loss 2.126, 1.75 iters/s
step 625, batch loss 2.057, 1.75 iters/s
step 626, batch loss 2.249, 1.75 iters/s
step 627, batch loss 1.741, 1.74 iters/s
step 628, batch loss 2.332, 1.74 iters/s
step 629, batch loss 1.995, 1.74 iters/s
step 630, batch loss 2.156, 1.74 iters/s
step 631, batch loss 2.239, 1.74 iters/s
step 632, batch loss 2.169, 1.74 iters/s
step 633, batch loss 2.077, 1.74 iters/s
step 634, batch loss 2.06, 1.74 iters/s
step 635, batch loss 2.494, 1.74 iters/s
step 636, batch loss 2.435, 1.75 iters/s
step 637, batch loss 1.909, 1.74 iters/s
step 638, batch loss 2.288, 1.74 iters/s
step 639, batch loss 2.33, 1.74 iters/s
step 640, batch loss 2.115, 1.74 iters/s
step 641, batch loss 2.477, 1.74 iters/s
step 642, batch loss 2.12, 1.74 iters/s
step 643, batch loss 2.159, 1.74 iters/s
step 644, batch loss 1.916, 1.75 iters/s
step 645, batch loss 2.09, 1.74 iters/s
step 646, batch loss 2.334, 1.74 iters/s
step 647, batch loss 3.404, 1.75 iters/s
step 648, batch loss 2.168, 1.74 iters/s
step 649, batch loss 2.013, 1.74 iters/s
step 650, batch loss 2.036, 1.74 iters/s
step 651, batch loss 2.056, 1.74 iters/s
step 652, batch loss 2.085, 1.75 iters/s
step 653, batch loss 1.585, 1.74 iters/s
step 654, batch loss 2.435, 1.75 iters/s
step 655, batch loss 2.271, 1.73 iters/s
step 656, batch loss 2.214, 1.74 iters/s
step 657, batch loss 2.398, 1.74 iters/s
step 658, batch loss 1.849, 1.75 iters/s
step 659, batch loss 2.47, 1.74 iters/s
step 660, batch loss 2.206, 1.74 iters/s
step 661, batch loss 2.289, 1.74 iters/s
step 662, batch loss 2.017, 1.74 iters/s
step 663, batch loss 1.734, 1.74 iters/s
step 664, batch loss 2.133, 1.74 iters/s
step 665, batch loss 2.34, 1.74 iters/s
step 666, batch loss 2.221, 1.74 iters/s
step 667, batch loss 1.873, 1.74 iters/s
step 668, batch loss 2.159, 1.75 iters/s
step 669, batch loss 2.332, 1.74 iters/s
step 670, batch loss 1.83, 1.74 iters/s
step 671, batch loss 2.554, 1.74 iters/s
step 672, batch loss 2.013, 1.74 iters/s
step 673, batch loss 2.326, 1.74 iters/s
step 674, batch loss 2.424, 1.74 iters/s
step 675, batch loss 2.07, 1.74 iters/s
step 676, batch loss 2.305, 1.74 iters/s
step 677, batch loss 2.168, 1.74 iters/s
step 678, batch loss 2.124, 1.74 iters/s
step 679, batch loss 1.946, 1.75 iters/s
step 680, batch loss 2.439, 1.74 iters/s
step 681, batch loss 2.287, 1.75 iters/s
step 682, batch loss 1.808, 1.74 iters/s
step 683, batch loss 2.278, 1.74 iters/s
step 684, batch loss 2.156, 1.74 iters/s
step 685, batch loss 2.294, 1.74 iters/s
step 686, batch loss 2.187, 1.74 iters/s
step 687, batch loss 1.964, 1.74 iters/s
step 688, batch loss 2.275, 1.74 iters/s
step 689, batch loss 2.237, 1.74 iters/s
step 690, batch loss 2.305, 1.75 iters/s
step 691, batch loss 2.037, 1.74 iters/s
step 692, batch loss 1.935, 1.74 iters/s
step 693, batch loss 2.292, 1.74 iters/s
step 694, batch loss 2.287, 1.75 iters/s
step 695, batch loss 2.995, 1.74 iters/s
step 696, batch loss 2.268, 1.74 iters/s
step 697, batch loss 1.81, 1.74 iters/s
step 698, batch loss 2.804, 1.75 iters/s
step 699, batch loss 2.041, 1.75 iters/s
step 700, batch loss 2.418, 1.74 iters/s
step 701, batch loss 2.463, 1.74 iters/s
step 702, batch loss 2.311, 1.74 iters/s
step 703, batch loss 2.117, 1.74 iters/s
step 704, batch loss 2.025, 1.74 iters/s
step 705, batch loss 2.071, 1.74 iters/s
step 706, batch loss 2.204, 1.75 iters/s
step 707, batch loss 2.214, 1.74 iters/s
step 708, batch loss 2.066, 1.74 iters/s
step 709, batch loss 2.097, 1.74 iters/s
step 710, batch loss 2.436, 1.74 iters/s
step 711, batch loss 1.921, 1.74 iters/s
step 712, batch loss 2.359, 1.75 iters/s
step 713, batch loss 2.092, 1.74 iters/s
step 714, batch loss 2.193, 1.74 iters/s
step 715, batch loss 2.196, 1.74 iters/s
step 716, batch loss 2.081, 1.74 iters/s
step 717, batch loss 2.286, 1.74 iters/s
step 718, batch loss 3.099, 1.74 iters/s
step 719, batch loss 2.35, 1.74 iters/s
step 720, batch loss 2.103, 1.74 iters/s
step 721, batch loss 2.273, 1.74 iters/s
step 722, batch loss 2.237, 1.74 iters/s
step 723, batch loss 1.838, 1.74 iters/s
step 724, batch loss 2.01, 1.74 iters/s
step 725, batch loss 2.488, 1.74 iters/s
step 726, batch loss 1.919, 1.75 iters/s
step 727, batch loss 1.951, 1.74 iters/s
step 728, batch loss 2.202, 1.74 iters/s
step 729, batch loss 2.515, 1.75 iters/s
step 730, batch loss 2.566, 1.74 iters/s
step 731, batch loss 1.976, 1.74 iters/s
step 732, batch loss 1.964, 1.74 iters/s
step 733, batch loss 2.205, 1.74 iters/s
step 734, batch loss 1.432, 1.74 iters/s
step 735, batch loss 3.352, 1.74 iters/s
step 736, batch loss 2.094, 1.74 iters/s
step 737, batch loss 2.183, 1.74 iters/s
step 738, batch loss 2.192, 1.74 iters/s
step 739, batch loss 2.434, 1.74 iters/s
step 740, batch loss 1.926, 1.74 iters/s
step 741, batch loss 2.081, 1.74 iters/s
step 742, batch loss 2.147, 1.74 iters/s
step 743, batch loss 2.193, 1.74 iters/s
step 744, batch loss 2.006, 1.74 iters/s
step 745, batch loss 2.351, 1.74 iters/s
step 746, batch loss 2.338, 1.74 iters/s
step 747, batch loss 2.151, 1.75 iters/s
step 748, batch loss 2.151, 1.74 iters/s
step 749, batch loss 2.329, 1.74 iters/s
step 750, batch loss 2.125, 1.74 iters/s
step 751, batch loss 2.193, 1.74 iters/s
step 752, batch loss 1.614, 1.75 iters/s
step 753, batch loss 2.067, 1.74 iters/s
step 754, batch loss 2.256, 1.74 iters/s
step 755, batch loss 1.906, 1.74 iters/s
step 756, batch loss 2.132, 1.75 iters/s
step 757, batch loss 2.019, 1.74 iters/s
step 758, batch loss 1.828, 1.74 iters/s
step 759, batch loss 1.805, 1.74 iters/s
step 760, batch loss 2.195, 1.74 iters/s
step 761, batch loss 2.482, 1.74 iters/s
step 762, batch loss 2.017, 1.74 iters/s
step 763, batch loss 1.826, 1.74 iters/s
step 764, batch loss 2.004, 1.74 iters/s
step 765, batch loss 2.072, 1.74 iters/s
step 766, batch loss 2.091, 1.74 iters/s
step 767, batch loss 2.26, 1.75 iters/s
step 768, batch loss 2.042, 1.74 iters/s
step 769, batch loss 2.088, 1.74 iters/s
step 770, batch loss 2.18, 1.74 iters/s
step 771, batch loss 2.016, 1.74 iters/s
step 772, batch loss 1.95, 1.75 iters/s
step 773, batch loss 2.324, 1.74 iters/s
step 774, batch loss 1.967, 1.74 iters/s
step 775, batch loss 2.174, 1.74 iters/s
step 776, batch loss 2.173, 1.74 iters/s
step 777, batch loss 2.13, 1.74 iters/s
step 778, batch loss 1.941, 1.75 iters/s
step 779, batch loss 2.279, 1.74 iters/s
step 780, batch loss 1.846, 1.74 iters/s
step 781, batch loss 2.378, 1.74 iters/s
step 782, batch loss 1.772, 1.74 iters/s
step 783, batch loss 2.266, 1.74 iters/s
step 784, batch loss 2.143, 1.74 iters/s
step 785, batch loss 2.049, 1.74 iters/s
step 786, batch loss 2.342, 1.74 iters/s
step 787, batch loss 2.135, 1.74 iters/s
step 788, batch loss 2.027, 1.74 iters/s
step 789, batch loss 2.486, 1.74 iters/s
step 790, batch loss 1.817, 1.74 iters/s
step 791, batch loss 2.121, 1.75 iters/s
step 792, batch loss 2.12, 1.74 iters/s
step 793, batch loss 2.33, 1.74 iters/s
step 794, batch loss 2.0, 1.74 iters/s
step 795, batch loss 1.99, 1.74 iters/s
step 796, batch loss 2.032, 1.74 iters/s
step 797, batch loss 1.875, 1.74 iters/s
step 798, batch loss 2.184, 1.74 iters/s
step 799, batch loss 2.111, 1.74 iters/s
step 800, batch loss 2.527, 1.74 iters/s
step 801, batch loss 2.124, 1.74 iters/s
step 802, batch loss 2.424, 1.74 iters/s
step 803, batch loss 2.086, 1.74 iters/s
step 804, batch loss 2.267, 1.75 iters/s
step 805, batch loss 2.079, 1.74 iters/s
step 806, batch loss 1.93, 1.74 iters/s
step 807, batch loss 2.611, 1.74 iters/s
step 808, batch loss 2.303, 1.74 iters/s
step 809, batch loss 2.123, 1.74 iters/s
step 810, batch loss 2.437, 1.74 iters/s
step 811, batch loss 2.194, 1.74 iters/s
step 812, batch loss 2.199, 1.74 iters/s
step 813, batch loss 2.598, 1.74 iters/s
step 814, batch loss 1.938, 1.74 iters/s
step 815, batch loss 2.396, 1.75 iters/s
step 816, batch loss 2.127, 1.75 iters/s
step 817, batch loss 2.177, 1.74 iters/s
step 818, batch loss 2.341, 1.74 iters/s
step 819, batch loss 2.247, 1.74 iters/s
step 820, batch loss 2.55, 1.74 iters/s
step 821, batch loss 1.902, 1.74 iters/s
step 822, batch loss 1.804, 1.74 iters/s
step 823, batch loss 1.998, 1.74 iters/s
step 824, batch loss 1.994, 1.74 iters/s
step 825, batch loss 2.329, 1.74 iters/s
step 826, batch loss 2.165, 1.74 iters/s
step 827, batch loss 2.193, 1.75 iters/s
step 828, batch loss 1.959, 1.74 iters/s
step 829, batch loss 1.986, 1.74 iters/s
step 830, batch loss 1.817, 1.74 iters/s
step 831, batch loss 2.738, 1.74 iters/s
step 832, batch loss 2.117, 1.74 iters/s
step 833, batch loss 2.606, 1.74 iters/s
step 834, batch loss 1.895, 1.75 iters/s
step 835, batch loss 2.028, 1.74 iters/s
step 836, batch loss 2.398, 1.74 iters/s
step 837, batch loss 2.216, 1.74 iters/s
step 838, batch loss 1.917, 1.75 iters/s
step 839, batch loss 2.119, 1.74 iters/s
step 840, batch loss 2.452, 1.74 iters/s
step 841, batch loss 1.699, 1.74 iters/s
step 842, batch loss 1.878, 1.74 iters/s
step 843, batch loss 2.007, 1.74 iters/s
step 844, batch loss 1.931, 1.74 iters/s
step 845, batch loss 2.143, 1.74 iters/s
step 846, batch loss 2.286, 1.74 iters/s
step 847, batch loss 2.388, 1.74 iters/s
step 848, batch loss 2.219, 1.74 iters/s
step 849, batch loss 1.683, 1.74 iters/s
step 850, batch loss 2.246, 1.74 iters/s
step 851, batch loss 2.248, 1.74 iters/s
step 852, batch loss 2.149, 1.75 iters/s
step 853, batch loss 2.148, 1.74 iters/s
step 854, batch loss 1.96, 1.75 iters/s
step 855, batch loss 1.955, 1.74 iters/s
step 856, batch loss 2.507, 1.74 iters/s
step 857, batch loss 2.047, 1.74 iters/s
step 858, batch loss 1.722, 1.74 iters/s
step 859, batch loss 2.559, 1.75 iters/s
step 860, batch loss 2.294, 1.74 iters/s
step 861, batch loss 2.317, 1.74 iters/s
step 862, batch loss 1.889, 1.74 iters/s
step 863, batch loss 1.984, 1.74 iters/s
step 864, batch loss 1.934, 1.74 iters/s
step 865, batch loss 2.511, 1.74 iters/s
step 866, batch loss 1.922, 1.75 iters/s
step 867, batch loss 2.067, 1.75 iters/s
step 868, batch loss 2.121, 1.74 iters/s
step 869, batch loss 1.483, 1.74 iters/s
step 870, batch loss 2.276, 1.74 iters/s
step 871, batch loss 2.073, 1.74 iters/s
step 872, batch loss 2.698, 1.74 iters/s
step 873, batch loss 2.192, 1.74 iters/s
step 874, batch loss 2.113, 1.74 iters/s
step 875, batch loss 2.107, 1.74 iters/s
step 876, batch loss 2.041, 1.74 iters/s
step 877, batch loss 2.156, 1.74 iters/s
step 878, batch loss 1.654, 1.74 iters/s
step 879, batch loss 3.292, 1.74 iters/s
step 880, batch loss 1.922, 1.74 iters/s
step 881, batch loss 2.27, 1.74 iters/s
step 882, batch loss 2.146, 1.75 iters/s
step 883, batch loss 2.517, 1.74 iters/s
step 884, batch loss 2.127, 1.74 iters/s
step 885, batch loss 2.015, 1.75 iters/s
step 886, batch loss 2.393, 1.75 iters/s
step 887, batch loss 2.154, 1.75 iters/s
step 888, batch loss 2.172, 1.74 iters/s
step 889, batch loss 2.199, 1.75 iters/s
step 890, batch loss 2.167, 1.74 iters/s
step 891, batch loss 2.342, 1.74 iters/s
step 892, batch loss 2.24, 1.74 iters/s
step 893, batch loss 2.196, 1.74 iters/s
step 894, batch loss 2.014, 1.74 iters/s
step 895, batch loss 1.824, 1.74 iters/s
step 896, batch loss 2.164, 1.74 iters/s
step 897, batch loss 2.323, 1.74 iters/s
step 898, batch loss 2.018, 1.74 iters/s
step 899, batch loss 2.068, 1.74 iters/s
step 900, batch loss 2.331, 1.74 iters/s
step 901, batch loss 2.038, 1.74 iters/s
step 902, batch loss 2.191, 1.74 iters/s
step 903, batch loss 2.811, 1.74 iters/s
step 904, batch loss 1.986, 1.74 iters/s
step 905, batch loss 1.985, 1.75 iters/s
step 906, batch loss 2.104, 1.74 iters/s
step 907, batch loss 2.183, 1.74 iters/s
step 908, batch loss 2.129, 1.74 iters/s
step 909, batch loss 2.121, 1.74 iters/s
step 910, batch loss 1.919, 1.74 iters/s
step 911, batch loss 2.174, 1.74 iters/s
step 912, batch loss 2.08, 1.74 iters/s
step 913, batch loss 1.415, 1.74 iters/s
step 914, batch loss 2.181, 1.74 iters/s
step 915, batch loss 2.556, 1.74 iters/s
step 916, batch loss 1.836, 1.75 iters/s
step 917, batch loss 2.254, 1.74 iters/s
step 918, batch loss 2.303, 1.74 iters/s
step 919, batch loss 2.173, 1.75 iters/s
step 920, batch loss 2.129, 1.75 iters/s
step 921, batch loss 2.478, 1.74 iters/s
step 922, batch loss 2.078, 1.74 iters/s
step 923, batch loss 2.158, 1.74 iters/s
step 924, batch loss 2.123, 1.74 iters/s
step 925, batch loss 2.344, 1.74 iters/s
step 926, batch loss 1.994, 1.74 iters/s
step 927, batch loss 2.329, 1.74 iters/s
step 928, batch loss 2.047, 1.74 iters/s
step 929, batch loss 2.109, 1.74 iters/s
step 930, batch loss 2.091, 1.75 iters/s
step 931, batch loss 2.1, 1.74 iters/s
step 932, batch loss 2.973, 1.74 iters/s
step 933, batch loss 1.774, 1.74 iters/s
step 934, batch loss 2.156, 1.74 iters/s
step 935, batch loss 2.008, 1.74 iters/s
step 936, batch loss 2.06, 1.74 iters/s
step 937, batch loss 2.055, 1.74 iters/s
step 938, batch loss 2.018, 1.74 iters/s
step 939, batch loss 2.129, 1.74 iters/s
step 940, batch loss 2.748, 1.75 iters/s
step 941, batch loss 2.133, 1.75 iters/s
step 942, batch loss 2.309, 1.74 iters/s
step 943, batch loss 1.877, 1.74 iters/s
step 944, batch loss 2.656, 1.74 iters/s
step 945, batch loss 2.282, 1.74 iters/s
step 946, batch loss 2.411, 1.74 iters/s
step 947, batch loss 2.34, 1.74 iters/s
step 948, batch loss 1.826, 1.74 iters/s
step 949, batch loss 2.074, 1.75 iters/s
step 950, batch loss 2.308, 1.74 iters/s
step 951, batch loss 2.602, 1.75 iters/s
step 952, batch loss 3.069, 1.75 iters/s
step 953, batch loss 2.303, 1.74 iters/s
step 954, batch loss 2.014, 1.74 iters/s
step 955, batch loss 2.015, 1.74 iters/s
step 956, batch loss 2.489, 1.75 iters/s
step 957, batch loss 2.066, 1.75 iters/s
step 958, batch loss 1.908, 1.75 iters/s
step 959, batch loss 2.198, 1.74 iters/s
step 960, batch loss 1.514, 1.74 iters/s
step 961, batch loss 2.22, 1.74 iters/s
step 962, batch loss 2.003, 1.74 iters/s
step 963, batch loss 2.086, 1.74 iters/s
step 964, batch loss 2.262, 1.74 iters/s
step 965, batch loss 2.35, 1.74 iters/s
step 966, batch loss 2.457, 1.74 iters/s
step 967, batch loss 1.993, 1.74 iters/s
step 968, batch loss 2.077, 1.74 iters/s
step 969, batch loss 2.658, 1.75 iters/s
step 970, batch loss 2.225, 1.74 iters/s
step 971, batch loss 2.041, 1.74 iters/s
step 972, batch loss 1.869, 1.74 iters/s
step 973, batch loss 1.788, 1.74 iters/s
step 974, batch loss 1.952, 1.74 iters/s
step 975, batch loss 1.957, 1.75 iters/s
step 976, batch loss 2.03, 1.75 iters/s
step 977, batch loss 2.005, 1.74 iters/s
step 978, batch loss 2.277, 1.74 iters/s
step 979, batch loss 2.016, 1.74 iters/s
step 980, batch loss 2.279, 1.74 iters/s
step 981, batch loss 2.412, 1.74 iters/s
step 982, batch loss 2.162, 1.74 iters/s
step 983, batch loss 2.116, 1.74 iters/s
step 984, batch loss 2.523, 1.74 iters/s
step 985, batch loss 2.037, 1.74 iters/s
step 986, batch loss 1.994, 1.74 iters/s
step 987, batch loss 2.437, 1.74 iters/s
step 988, batch loss 2.125, 1.74 iters/s
step 989, batch loss 1.975, 1.74 iters/s
step 990, batch loss 2.717, 1.74 iters/s
step 991, batch loss 1.96, 1.74 iters/s
step 992, batch loss 2.016, 1.74 iters/s
step 993, batch loss 2.085, 1.74 iters/s
step 994, batch loss 2.027, 1.74 iters/s
step 995, batch loss 1.69, 1.74 iters/s
step 996, batch loss 1.912, 1.74 iters/s
step 997, batch loss 2.518, 1.74 iters/s
step 998, batch loss 2.188, 1.74 iters/s
step 999, batch loss 1.607, 1.74 iters/s
step 1000, batch loss 2.201, 1.75 iters/s
step 1001, batch loss 1.917, 1.74 iters/s
step 1002, batch loss 2.335, 1.74 iters/s
step 1003, batch loss 1.801, 1.74 iters/s
step 1004, batch loss 2.039, 1.74 iters/s
step 1005, batch loss 1.96, 1.74 iters/s
step 1006, batch loss 2.506, 1.74 iters/s
step 1007, batch loss 2.194, 1.74 iters/s
step 1008, batch loss 2.138, 1.74 iters/s
step 1009, batch loss 2.327, 1.75 iters/s
step 1010, batch loss 2.277, 1.74 iters/s
step 1011, batch loss 2.183, 1.74 iters/s
step 1012, batch loss 2.102, 1.74 iters/s
step 1013, batch loss 2.154, 1.74 iters/s
step 1014, batch loss 2.301, 1.74 iters/s
step 1015, batch loss 2.48, 1.74 iters/s
step 1016, batch loss 2.148, 1.74 iters/s
step 1017, batch loss 1.926, 1.74 iters/s
step 1018, batch loss 2.093, 1.74 iters/s
step 1019, batch loss 2.502, 1.74 iters/s
step 1020, batch loss 1.994, 1.74 iters/s
step 1021, batch loss 1.875, 1.74 iters/s
step 1022, batch loss 1.839, 1.74 iters/s
step 1023, batch loss 2.311, 1.74 iters/s
step 1024, batch loss 2.371, 1.74 iters/s
step 1025, batch loss 2.157, 1.74 iters/s
step 1026, batch loss 2.217, 1.75 iters/s
step 1027, batch loss 1.728, 1.75 iters/s
step 1028, batch loss 2.079, 1.74 iters/s
step 1029, batch loss 2.274, 1.74 iters/s
step 1030, batch loss 2.182, 1.74 iters/s
step 1031, batch loss 3.434, 1.74 iters/s
step 1032, batch loss 2.711, 1.74 iters/s
step 1033, batch loss 2.285, 1.74 iters/s
step 1034, batch loss 2.359, 1.75 iters/s
step 1035, batch loss 2.097, 1.74 iters/s
step 1036, batch loss 2.116, 1.74 iters/s
step 1037, batch loss 2.043, 1.74 iters/s
step 1038, batch loss 2.135, 1.74 iters/s
step 1039, batch loss 2.009, 1.75 iters/s
step 1040, batch loss 2.106, 1.74 iters/s
step 1041, batch loss 1.932, 1.74 iters/s
step 1042, batch loss 2.09, 1.74 iters/s
step 1043, batch loss 2.183, 1.74 iters/s
step 1044, batch loss 2.195, 1.74 iters/s
step 1045, batch loss 2.272, 1.74 iters/s
step 1046, batch loss 2.38, 1.74 iters/s
step 1047, batch loss 2.432, 1.74 iters/s
step 1048, batch loss 2.237, 1.74 iters/s
step 1049, batch loss 2.156, 1.74 iters/s
step 1050, batch loss 2.028, 1.74 iters/s
step 1051, batch loss 2.098, 1.74 iters/s
step 1052, batch loss 1.961, 1.75 iters/s
step 1053, batch loss 3.004, 1.75 iters/s
step 1054, batch loss 1.838, 1.74 iters/s
step 1055, batch loss 2.15, 1.74 iters/s
step 1056, batch loss 2.121, 1.74 iters/s
step 1057, batch loss 1.857, 1.74 iters/s
step 1058, batch loss 1.992, 1.74 iters/s
step 1060, batch loss 1.894, 1.74 iters/s
step 1061, batch loss 2.036, 1.75 iters/s
step 1062, batch loss 2.437, 1.75 iters/s
step 1063, batch loss 2.028, 1.74 iters/s
step 1064, batch loss 1.935, 1.74 iters/s
step 1065, batch loss 2.173, 1.74 iters/s
step 1066, batch loss 2.207, 1.74 iters/s
step 1067, batch loss 2.009, 1.74 iters/s
step 1068, batch loss 2.215, 1.74 iters/s
step 1069, batch loss 2.051, 1.74 iters/s
step 1070, batch loss 2.459, 1.74 iters/s
step 1071, batch loss 2.171, 1.74 iters/s
step 1072, batch loss 2.407, 1.74 iters/s
step 1073, batch loss 2.154, 1.74 iters/s
step 1074, batch loss 2.089, 1.74 iters/s
step 1075, batch loss 1.972, 1.74 iters/s
step 1076, batch loss 2.467, 1.74 iters/s
step 1077, batch loss 2.148, 1.75 iters/s
step 1078, batch loss 1.944, 1.74 iters/s
step 1079, batch loss 2.191, 1.74 iters/s
step 1080, batch loss 1.861, 1.74 iters/s
step 1081, batch loss 1.872, 1.74 iters/s
step 1082, batch loss 1.93, 1.75 iters/s
step 1083, batch loss 1.881, 1.74 iters/s
step 1084, batch loss 2.057, 1.74 iters/s
step 1085, batch loss 2.212, 1.74 iters/s
step 1086, batch loss 2.892, 1.74 iters/s
step 1087, batch loss 2.562, 1.74 iters/s
step 1088, batch loss 1.706, 1.75 iters/s
step 1089, batch loss 2.139, 1.74 iters/s
step 1090, batch loss 2.377, 1.74 iters/s
step 1091, batch loss 2.091, 1.74 iters/s
step 1092, batch loss 1.973, 1.74 iters/s
step 1093, batch loss 2.031, 1.74 iters/s
step 1094, batch loss 2.486, 1.74 iters/s
step 1095, batch loss 1.982, 1.74 iters/s
step 1096, batch loss 2.11, 1.74 iters/s
step 1097, batch loss 1.458, 1.74 iters/s
step 1098, batch loss 2.141, 1.75 iters/s
step 1099, batch loss 2.352, 1.75 iters/s
step 1100, batch loss 2.125, 1.74 iters/s
step 1101, batch loss 2.11, 1.74 iters/s
